,severity,description
34013,3,At IL-50/Cicero Ave/Exit 286 - Accident.
34014,3,At Balmoral Ave - Accident. in the left lane.
34015,3,At US-45 - Accident.
34016,3,At Delany Rd - Accident.
34017,3,At Central Ave/Exit 83B - Accident.
34018,3,At IL-59/N Hough St - Accident.
34019,3,At 76th St/Exit 60B - Accident. in the left lane.
34020,3,Between IL-43/Harlem Ave/Exit 21B and Des Plaines Ave/Exit 21A - Accident. Left lane blocked.
34021,2,At I-290/Eisenhower Expy - Accident.
34022,2,At IL-59 - Accident.
34023,2,At IL-43/Harlem Ave/Exit 148 - Accident.
34024,4,Closed between Stony Island Ave/Exit 65 and I-57/Exit 63 - Road closed due to accident.
34025,3,At I-355 (North) - Accident.
34026,3,At Addison St/Exit 45A - Accident.
34027,3,At IL-43/Harlem Ave/81A - Accident.
34028,2,At Waukegan Toll Plaza - Accident.
34029,2,At Shiller St - Accident.
34030,2,At Cr-a31 - Accident.
34031,2,Between York Rd and Clearwater Dr - Accident.
34032,2,At Cr-a31 - Accident.
34033,2,At Deerfield Rd/Deerfield Pky - Accident.
34034,3,Between Stony Island Ave/Exit 65 and I-57/Exit 63 - Accident.
34035,2,At York Rd - Accident.
34036,2,At Deerfield Rd/Deerfield Pky - Accident.
34037,3,Between Elston Ave and I-90/Kennedy Expy - Accident.
34038,3,At IL-38 - Accident.
34039,3,At IL-22 - Accident.
34040,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
34041,3,At Cr-a38 - Accident.
34042,3,At 130th St/Exit 68 - Accident.
34043,3,At IL-59 - Accident.
34044,3,At IL-171/Archer Ave - Accident. Right lane blocked.
34045,2,At US-41/Calumet Ave/Exit 1 - Accident.
34046,2,At California Ave - Accident.
34047,2,At Nerge Rd - Accident.
34048,2,At W Devon Ave - Accident.
34049,2,At IL-53 - Accident.
34050,2,At W Caton Farm Rd - Accident.
34051,2,At Division St - Accident.
34052,4,Closed at Nerge Rd - Road closed due to accident.
34053,2,At I-55/Stevenson Expy (North) - Accident.
34054,3,At 79th St/60C - Accident.
34055,3,At W Molidor Rd/W Sullivan Lake Rd - Accident.
34056,3,At Westbrook Ln - Accident.
34057,3,At CR-41/CR-W19/St Marys Rd - Accident.
34058,3,At 115th St/Exit 66B - Accident.
34059,3,At Damen Ave/Exit 290 - Accident.
34060,3,At I-94/Tri-State Tollway - Accident.
34061,3,At 75th St - Accident.
34062,3,At 130th St/Exit 68 - Accident.
34063,3,At Cr-w12 - Accident.
34064,3,At N Oak Park Ave - Accident.
34065,3,At W Division St - Accident.
34066,3,At Park Blvd - Accident.
34067,3,At Willow Rd/Exit 33 - Accident.
34068,3,At Willow Rd/Exit 33 - Accident.
34069,3,At 75th St - Accident. in the right lane.
34070,3,At IL-137/Buckley Rd - Accident.
34071,3,At IL-43/Waukegan Rd - Accident.
34072,3,At US-20/Lake St/York Rd/Exit 12 - Accident.
34073,2,At 111th St/Monterey Ave/Exit 355 - Accident.
34074,2,At IL-50/Cicero Ave/Exit 286 - Accident.
34075,4,Closed between Keeler Ave/Exit 44A and California Ave/Exit 46A - Road closed due to accident.
34076,3,At 47th St/Exit 56B - Accident.
34077,2,At 61st Ave/Exit 255 - Accident. Right lane blocked.
34078,4,Closed between US-34/US-30-BR/Hill Ave and Gastville St - Road closed due to accident.
34079,4,Closed at US-34/US-30-BR/Hill Ave - Road closed due to accident.
34080,2,Between 43rd St/Exit 56A and 51st St/Exit 57A - Accident. Lane blocked.
34081,2,At Ashland BLV/Paulina St/Exit 28B - Accident. Right lane blocked.
34082,3,At Canalport Ave/Cermak Rd/Exit 53 - Accident. 3 lanes blocked.
34083,4,Closed at I-94/Ryan Expy/Exit 292 - Road closed due to accident.
34084,2,At Damen Ave/Exit 28A - Accident.
34085,2,At 79th St/60C - Accident. Right lane blocked.
34086,2,At 18th St/Exit 52C - Accident. Center lane blocked.
34087,2,At Independence Blvd/Exit 26A - Accident.
34088,3,At IL-59/N Hough St - Accident.
34089,2,At IL-176 - Accident.
34090,2,At 76th St/Exit 60B - Accident. Lane blocked.
34091,2,At Lemont Rd/Exit 271 - Accident. Lane blocked. emergency vehicles at scene.
34092,4,Closed at US-6/159th St/Exit 73 - Road closed due to accident.
34093,2,At US-20/Lake St/North Ave/Exit 13 - Accident. Left lane blocked.
34094,4,Ramp closed to I-94/Bishop Ford Fwy Northbound - Road closed due to accident.
34095,4,Closed between Glenwood Dyer Rd and I-80/I-94/I-294/Exit 74 - Road closed due to accident.
34096,4,Closed at US-6/159th St/Exit 348 - Road closed due to accident.
34097,2,At IL-176 - Accident.
34098,2,At IL-176 - Accident.
34099,2,At Sacramento Blvd/Exit 27A - Accident. Right lane blocked.
34100,2,At Ashland BLV/Paulina St/Exit 28B - Accident. Lane blocked.
34101,2,At York Rd - Accident.
34102,3,At Cr-a10 - Accident.
34103,2,At N Prairie Rd - Accident.
34104,3,At IL-38 - Accident.
34105,3,At IL-120/Belvidere Rd - Accident.
34106,4,At 88th Ave - Chemical spillage accident.
34107,4,Between 88th Ave and IL-171/Archer Ave - Chemical spillage accident.
34108,3,At IL-31/N State St - Accident.
34109,3,At Chestnut St - Accident.
34110,2,At 57th St - Accident. unconfirmed report.
34111,3,At 76th St/Exit 60B - Accident.
34112,3,At Sibley Blvd/147th St/Exit 350 - Overturned vehicle.
34113,2,At Church Rd - Accident.
34114,2,At 82nd/83rd St Toll Plaza - Accident.
34115,3,At IL-59 - Accident.
34116,3,At 22nd St/Cermak Rd - Accident.
34117,2,At Fullerton Ave/Exit 47A - Accident.
34118,3,Between I-294/Tri-State Tollway and River Rd Toll Plaza - Accident.
34119,4,Closed between I-90/I-94 Western Split and Ohio St/Exit 50B - Road closed due to accident. Roadwork.
34120,4,Closed between Belmont Ave/Exit 45C and Diversey Ave/Exit 46B - Road closed due to accident. Roadwork.
34121,2,At 75th St - Accident.
34122,3,At IL Route 134 - Accident.
34123,3,At Lake St - Accident.
34124,3,At Montrose Ave - Accident.
34125,3,At Diamond Lake Rd - Accident.
34126,3,At IL-60/Townline Rd - Accident.
34127,3,At Barclay Blvd - Accident.
34128,2,At I-94 - Accident.
34129,3,At Rhodes Ave - Accident.
34130,3,Between Monroe St/Exit 51E and Adams St/Exit 51F - Accident.
34131,3,At Monroe St/Exit 51E - Accident.
34132,3,At US-41/Calumet Ave/Exit 1 - Accident.
34133,2,At I-55/Stevenson Expy/Exit 53C - Accident.
34134,2,At 51st St/Exit 57A - Accident.
34135,2,At 82nd/83rd St Toll Plaza - Accident.
34136,3,At US-20/Lake St/York Rd/Exit 12 - Accident.
34137,2,Between Columbus Ave and 79th St - Accident.
34138,2,Between 79th St and Columbus Ave - Accident.
34139,2,At US-34/Ogden Ave - Accident.
34140,2,At Balmoral Ave - Accident.
34141,2,At IL-53/N Rohlwing Rd - Accident.
34142,2,At IL-60/E Townline Rd - Accident.
34143,2,At IL-60/E Townline Rd - Accident.
34144,2,At IL-22/Half Day Rd - Accident. Left lane blocked.
34145,4,Closed at Howard St - Road closed due to accident.
34146,4,Closed at Ridge Ave - Road closed due to accident.
34147,2,At Finley Rd - Accident.
34148,2,At Finley Rd - Accident.
34149,2,At IL-131/N Green Bay Rd - Accident.
34150,3,At IL-64/North Ave/Exit 48B - Accident.
34151,3,At I-90/I-94 - Accident.
34152,3,At Oak Lane Rd - Accident.
34153,3,At US-34/Ogden Ave - Accident.
34154,3,At Stony Island Ext - Accident.
34155,3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
34156,3,Between I-57/Exit 63 and US-12/US-20/95th St/Exit 62 - Accident.
34157,3,At McHenry Rd - Accident.
34158,4,Closed at I-80/I-90/Ripley St/Exit 16 - Road closed due to accident.
34159,4,Ramp closed to Borman Expy - Road closed due to accident.
34160,4,Ramp closed to I-94 and Ripley St - Road closed due to accident.
34161,4,Ramp closed to I-90/I-80 EB and IN-51/Ripley St - Road closed due to accident.
34162,4,Ramp closed to I-94 and IN-51/Ripley St - Road closed due to accident.
34163,4,Ramp closed to I-80 EB/I-90/Indiana East-West - Road closed due to accident.
34164,4,Ramp closed to Exit 21 - Road closed due to accident.
34165,4,Ramp closed to I-90/I-80/Indiana East-West EB - Road closed due to accident.
34166,4,Ramp closed to I-80/I-94 Westbound and Ripley St - Road closed due to accident.
34167,3,Between IN-2/Exit 240 and US-231/Exit 247 - Accident. in the left lane.
34168,3,Between Stony Island Ave and 103rd St - Accident.
34169,3,At Keeler Ave/Exit 44A - Accident. Left lane blocked.
34170,3,At Kimball Ave/Exit 45B - Jackknifed articulated truck.
34171,3,At 47th St/Exit 56B - Accident.
34172,3,Ramp to I-290/Eisenhower Expy - Accident. in the right lane.
34173,3,Ramp to I-290/Eisenhower Expy Westbound - Accident. in the right lane.
34174,3,Ramp to I-290 Westbound and I-294 NB - Accident. in the right lane.
34175,2,At Montrose Ave/Exit 43C - Accident.
34176,2,At 25th Ave/Exit 18 - Accident.
34177,2,At Garfield Blvd/Exit 57B - Accident.
34178,2,At IL-50/Cicero Ave/Exit 286 - Accident.
34179,2,Ramp to I-294 Northbound and Hinsdale Oasis Rest Area - Accident.
34180,2,At US-20/Lake St/North Ave/Exit 13 - Accident.
34181,2,At 17th Ave/Exit 19A - Accident.
34182,2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
34183,2,Ramp to Exit 277A - Accident.
34184,2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
34185,2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
34186,2,At Irving Park Rd - Accident.
34187,3,At WI-142/CR-S/Exit 340 - Accident.
34188,2,At Stony Island Ave/Exit 65 - Accident.
34189,2,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
34190,3,At US-12/US-20/US-45/Exit 279 - Accident.
34191,3,At Belvidere Rd - Accident.
34192,3,Between Couch Pl and Lake St - Fuel spillage accident.
34193,3,At 18th St/Exit 52C - Accident.
34194,3,At US-30 - Accident.
34195,2,At US-20/Exit 22 - Accident.
34196,3,At Central Ave/Exit 23B - Accident.
34197,2,At IL-64/North Ave - Accident.
34198,2,At Houbolt Rd/Exit 127 - Accident.
34199,2,At IL-47/Exit 112 - Accident.
34200,2,At I-55/Stevenson Expy/Exit 53B - Accident.
34201,2,At Erhart Rd - Accident.
34202,2,At IL-22 - Accident.
34203,3,At Tower Rd/Exit 31 - Accident.
34204,3,At Kilbourne Rd - Accident.
34205,3,At US-6/159th St/Exit 73 - Accident.
34206,3,At Western Ave - Accident.
34207,3,At IL-43/Waukegan Rd - Accident.
34208,3,At IL-83/Sibley Blvd/Exit 71 - Accident.
34209,3,At US-12/US-20/95th St - Accident. Left lane blocked.
34210,3,At I-190/Exit 78 - Accident.
34211,3,At 119th St/Exit 354 - Accident.
34212,3,At Wolf Rd - Accident.
34213,3,At Damen Ave/Exit 28A - Accident.
34214,3,Between Damen Ave/Exit 28A and Ashland BLV/Paulina St/Exit 28B - Accident.
34215,3,Between IL-83/Kingery Hwy and 22nd St/Cermak Rd - Accident.
34216,3,At IL-83/W 147th St - Accident.
34217,3,At I-290/US-20/IL-64 - Accident. Center lane blocked.
34218,3,At US-41/Skokie Rd/Exit 34 - Accident. in the left lane.
34219,3,Between 87th St/Exit 61B and I-57/Exit 63 - Accident.
34220,3,At 111th St/Exit 66A - Accident.
34221,2,At Marquette Rd/67th St/Exit 59B - Accident.
34222,3,Between I-57/Exit 63 and Stony Island Ave/Exit 65 - Accident.
34223,3,Between IL-132/Grand Ave and IL-173/Rosecrans Rd - Accident.
34224,4,Closed between Independence Blvd/Exit 26A and Kostner Ave/Exit 25 - Road closed due to accident.
34225,2,At 61st Ave/Exit 255 - Accident.
34226,2,At I-94/Torrence Ave/Exit 161 - Accident.
34227,2,At US-41/Indianapolis Blvd/Exit 2 - Accident.
34228,2,At Kennedy Ave/Exit 3 - Accident.
34229,2,At US-6-BR/Ridge Rd/Exit 258 - Accident.
34230,2,At US-6-BR/Ridge Rd/Exit 258 - Accident.
34231,2,At I-94/Torrence Ave/Exit 161 - Accident.
34232,2,At 15th Ave/Exit 261 - Accident.
34233,2,At I-94/Torrence Ave/Exit 161 - Accident.
34234,2,At I-90/Toll Rd/Exit 262 - Accident.
34235,2,At IN-2/Exit 240 - Accident.
34236,2,At 31st St/Exit 54 - Accident.
34237,4,Closed at Sheffer Rd - Road closed due to accident.
34238,4,Closed at Liberty St - Road closed due to accident.
34239,2,At Dixie Hwy - Accident.
34240,4,Closed at WI-20/Exit 333 - Road closed due to accident.
34241,2,At Wolf Rd/Exit 16 - Accident.
34242,2,At US-20/Lake St/North Ave/Exit 13 - Accident.
34243,2,At Central Ave/Exit 23B - Accident.
34244,3,Between St Charles Rd/Exit 14 and US-20/Lake St/North Ave/Exit 13 - Accident.
34245,2,Between I-94 and US-12/US-20/95th St - Accident.
34246,2,Ramp to IL-394/Exit 160 - Accident.
34247,3,At River Rd/Exit 241 - Accident.
34248,3,At River Rd/Exit 241 - Accident.
34249,4,Closed between IL-129/Exit 238 and River Rd/Exit 241 - Road closed due to accident.
34250,2,Between River Rd/Exit 241 and Lorenzo Rd/Exit 240 - Accident.
34251,2,At Illinois St/Grand Ave - Accident.
34252,2,Between US-45/96th Ave/Exit 145 and I-355/Vets Meml Tollway/Exit 140 - Accident.
34253,2,At Ohio St/Exit 50B - Accident.
34254,3,At 75th St - Accident.
34255,3,At Dolton Ave/Exit 70 - Accident.
34256,3,At Barclay Blvd - Accident.
34257,3,At US Highway 12 - Accident.
34258,3,Between Kirchoff Rd and Euclid Ave - Accident.
34259,3,Between I-94/Ryan Expy/Exit 292 and Damen Ave/Exit 290 - Accident.
34260,3,At St Marys Rd - Accident.
34261,3,At Damen Ave/Exit 290 - Accident.
34262,3,At 63rd St/Exit 58B - Accident.
34263,3,At 71st St/Exit 59C (West) - Accident.
34264,3,Between Dolton Ave/Exit 70 and 137th St/Doty Ave/Exit 69 - Accident.
34265,2,Ramp to Central Ave/Exit 83B - Accident.
34266,2,At US-6/159th St/Exit 73 - Accident.
34267,3,At Oakwood Blvd - Accident.
34268,3,At IL-7/Larkin Ave/Exit 130 - Accident.
34269,2,At Naperville Rd - Accident.
34270,2,At IL-64/North Ave - Accident.
34271,2,At Diversey Ave/Exit 46B - Accident.
34272,2,Between I-55/Stevenson Expy/Exit 53C and I-55/Stevenson Expy/Exit 53B - Accident.
34273,4,Closed at Plank Rd - Road closed due to accident.
34274,4,Closed at Bray Rd - Road closed due to accident.
34275,2,Ramp to S Pulaski Rd - Accident.
34276,2,Ramp to Exit 287 - Accident.
34277,3,At Old McHenry Rd - Accident.
34278,3,At Sunset Ave - Accident.
34279,3,At Lincoln Ave - Accident.
34280,3,At IL-43/Harlem Ave/81A - Accident.
34281,3,At CR-5/CR-V62/N Quentin Rd - Accident.
34282,3,At Darien Community Park - Accident.
34283,3,At 22nd St - Accident.
34284,3,At County Line Rd/Exit 276 - Accident.
34285,3,At 76th St - Accident.
34286,3,Between Garfield Blvd/Exit 57B and 59th St/Exit 58A - Accident.
34287,3,At US-20/Lake St/York Rd/Exit 12 - Accident.
34288,3,At North Ave - Accident.
34289,3,At McAree Rd - Accident.
34290,3,At I-88/E-W Tollway (South) - Accident. in the right lane.
34291,3,At Willow Rd/Exit 33 - Accident.
34292,3,At US-12/US-20/US-45/Exit 279 - Accident.
34293,3,At St Marys Rd - Accident.
34294,3,At Stony Island Ave/Exit 65 - Accident.
34295,3,At Niles Center Rd - Accident.
34296,3,At 91st St - Accident. Left lane blocked.
34297,3,At IL-21 - Accident. Right lane blocked.
34298,3,At IL-72/W Higgins Rd - Accident.
34299,2,At Naperville Rd - Accident.
34300,2,At Ml King Jr Dr - Accident.
34301,2,At IL-53/Exit 267 - Accident.
34302,2,At Cedar Lake Rd - Accident.
34303,2,At US-45/96th Ave/Exit 145 - Accident.
34304,4,Closed at Half Day Rd - Road closed due to accident.
34305,2,At IL-83/Kingery Hwy - Accident.
34306,2,At Delany Rd - Accident.
34307,2,At 87th St - Accident.
34308,2,At Hawley St - Accident.
34309,3,At I-55 - Accident.
34310,3,Ramp to I-55 - Accident.
34311,3,Ramp to I-355/Veterans Memorial Tollway NB - Accident.
34312,4,Ramp closed to I-355/Veterans Memorial Tollway NB - Road closed due to accident.
34313,4,Ramp closed to I-355 Northbound - Road closed due to accident.
34314,4,Ramp closed to I-355 - Road closed due to accident.
34315,2,At US-20/Lake St/York Rd/Exit 12 - Accident.
34316,2,At IL-58/Dempster St/Exit 37 - Accident.
34317,2,At WI-20/Exit 333 - Accident.
34318,4,Closed at IL-60 - Road closed due to accident.
34319,3,At Riverwoods Rd - Accident.
34320,4,Closed between Eagle Rd and CR-C/S Britton Rd - Road closed due to accident.
34321,3,At IL-83 - Accident.
34322,4,Closed between CR-C/S Britton Rd and Eagle Rd - Road closed due to accident.
34323,3,At CR-46/CR-A19/Sunset Ave - Accident.
34324,3,At Washington St - Accident.
34325,3,At Hunt Club Rd - Accident.
34326,3,At IL-19/Irving Park Rd - Accident.
34327,3,At Buckley Rd - Accident.
34328,3,At Buckley Rd - Accident.
34329,3,At US-34/Ogden Ave - Accident.
34330,3,At Anderson Blvd - Accident.
34331,3,At IN-2/Exit 240 - Accident. Left lane blocked.
34332,3,At Homan Ave - Accident.
34333,3,At I-80/IL-394 - Accident.
34334,3,At IL-64/North Ave - Accident.
34335,2,At 43rd St/Exit 56A - Accident.
34336,3,At US-20/Lake St - Accident.
34337,3,Between IL-83/Kingery Hwy and York Rd - Accident.
34338,2,At US-34/Ogden Ave - Accident.
34339,2,Ramp to I-88/E-W Tollway - Accident.
34340,2,Ramp to I-88/Ronald Regan Meml Tollway WB - Accident.
34341,4,Closed at IL-83/W Cal Sag Rd - Road closed due to accident.
34342,4,Closed at I-55 - Road closed due to accident.
34343,4,Closed between US-12/US-20/US-45/S Mannheim Rd and S 17th Ave - Road closed due to accident.
34344,4,Closed at Broadview - Road closed due to accident.
34345,2,At US-52/IL-53/Chicago St/Exit 132 - Accident.
34346,2,At US-20/Lake St/York Rd/Exit 12 - Accident.
34347,2,At IL-43/Harlem Ave/Exit 283 - Accident.
34348,2,At Farnsworth Ave - Accident.
34349,3,Between IL-1/Halsted St/Exit 357 and I-94 - Accident.
34350,3,At Stearns Rd - Overturned vehicle.
34351,3,At 43rd St/Exit 56A - Accident.
34352,3,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
34353,3,Ramp to I-88/Ronald Regan Meml Tollway WB - Accident. Right lane blocked.
34354,3,At IL-137/Buckley Rd/Ivanhoe Rd - Accident.
34355,3,Ramp to I-88/E-W Tollway - Accident. Right lane blocked.
34356,3,At Oakwood Blvd - Accident.
34357,3,At Hunt Club Rd - Accident.
34358,3,At US-41/Skokie Hwy - Accident.
34359,3,At Keeler Ave/Exit 44A - Accident.
34360,3,At Lake Shore Dr - Accident.
34361,3,At Keeler Ave/Exit 44A - Accident.
34362,3,At Edwards Rd - Accident.
34363,3,At I-88/I-290 - Accident. Left lane blocked.
34364,3,At Michigan Ave - Accident.
34365,2,At IN-2/Exit 240 - Accident.
34366,3,At Garfield Blvd/Exit 57B - Accident.
34367,3,At Morgan St/Exit 29B - Accident.
34368,3,At Oakley BLV/Western Ave/Exit 27C - Overturned vehicle.
34369,2,At I-57/Exit 63 - Accident.
34370,3,At Touhy Toll Plaza - Accident.
34371,3,At I-94/E 99th St/S Wabash Ave - Accident.
34372,2,At IL-53 - Accident.
34373,3,At E 127th St - Accident.
34374,2,At Robert Parker Coffin Rd - Accident.
34375,2,At W 127th St - Accident.
34376,2,At Lake St/Exit 51A - Accident.
34377,2,At US-41/Skokie Rd/Exit 34 - Accident.
34378,2,At CR-K/Exit 329 - Accident.
34379,3,At I-290/US-20/IL-64 - Accident. Left lane blocked.
34380,3,At Ridgeland Ave - Accident.
34381,3,At Harrison Ave - Accident.
34382,3,At Des Plaines Ave/Exit 21A - Accident.
34383,3,At Old Orchard Rd/Exit 35 - Accident.
34384,3,At Halsted St - Overturned vehicle.
34385,3,At US-41/Skokie Rd/Exit 34 - Accident.
34386,3,At US-45 - Accident.
34387,3,At Old Rand Rd - Accident.
34388,3,At US-41/N Skokie Hwy - Accident.
34389,3,At IL-22/Half Day Rd - Overturned vehicle.
34390,3,Between Division St/Exit 49A and IL-64/North Ave/Exit 48B - Accident.
34391,3,At IL-43/Harlem Ave/81A - Accident.
34392,3,Between IL-58/Golf Rd and Willow Rd - Accident.
34393,3,At IL-1/Halsted St/Exit 357 - Accident.
34394,4,Closed between Vollmer Rd/Exit 342 and I-80/Exit 345 - Road closed due to accident.
34395,3,Between I-55/Stevenson Expy/Exit 53B and Canalport Ave/Cermak Rd/Exit 53 - Accident.
34396,4,Closed at US-6/159th St/Exit 348 - Road closed due to accident.
34397,4,Closed between 51st St/Exit 57A and 47th St/Exit 56B - Road closed due to accident.
34398,2,At 31st St/Exit 54 - Accident.
34399,3,At I-355/Vets Meml Tollway/Exit 140 - Accident.
34400,2,At Weber Rd/Exit 263 - Accident.
34401,2,At IL-1/Halsted St - Accident.
34402,2,At IL-43/Harlem Ave/Exit 21B - Accident.
34403,2,At Stony Island Ave/Exit 65 - Accident.
34404,3,At 35th St/Exit 55A - Accident.
34405,2,At Buckley Rd - Accident.
34406,2,At IL-83 - Accident.
34407,3,At 51st St/Exit 57A - Accident.
34408,3,At 51st St/Exit 57A - Accident.
34409,3,At Riverwoods Rd - Accident.
34410,3,At Lemont Rd/Exit 271 - Accident.
34411,3,At IL Route 176 - Accident.
34412,3,At Delany Rd - Accident.
34413,3,Between I-90/N-W Tollway/Kennedy Expy and I-190 - Accident. in the right lane.
34414,3,At US-12/US-20/95th St - Accident.
34415,3,At US-20/Lake St/York Rd/Exit 12 - Accident. Left lane blocked.
34416,3,Between I-90/Kennedy Expy and West Foster Ave/Exit 42 - Accident. Overturned vehicle.
34417,3,At I-90/I-94 Western Split - Accident. Overturned vehicle.
34418,3,At US-12/US-20/US-45/Exit 17 - Accident. in the left lane.
34419,3,At Tower Rd/Exit 31 - Accident.
34420,3,At I-57/Exit 151 - Accident.
34421,3,Between Randolph St/Exit 51B and Lake St/Exit 51A - Accident.
34422,3,At US-12/US-20/95th St - Accident.
34423,2,At Ashland BLV/Paulina St/Exit 28B - Accident.
34424,2,At Central Ave/Exit 285 - Accident.
34425,2,At Maple Ave - Accident.
34426,2,At IL-38/Roosevelt Rd - Accident.
34427,2,At 115th St/Exit 66B - Accident.
34428,4,Closed at Skokie Hwy - Road closed due to accident.
34429,3,At Port Clinton Rd - Accident.
34430,3,At E Lake Cook Rd - Accident.
34431,3,At IL-22/W Half Day Rd - Accident.
34432,3,At US-41/Skokie Hwy - Accident.
34433,3,At Butterfield Rd - Accident.
34434,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
34435,3,At Menard Ave - Accident.
34436,3,At Central Ave - Accident. in the right lane.
34437,3,At Schaeffer Rd - Accident.
34438,3,At Kedzie Ave/Exit 288 - Accident.
34439,3,At Thomas St - Accident.
34440,3,At Oakley BLV/Western Ave/Exit 27C - Accident.
34441,2,At US-30/Exit 253 - Accident.
34442,2,At I-90/Kennedy Expy - Accident.
34443,2,At IL-1/Halsted St/Exit 357 - Accident.
34444,2,At Naperville Rd - Accident.
34445,2,At Edens Spur Toll Plaza - Accident.
34446,3,At Lakeview Pkwy - Accident.
34447,3,At Brae Loch Rd - Accident.
34448,3,At Garfield Blvd/Exit 57B - Accident.
34449,3,At Central Ave/Exit 285 - Overturned vehicle.
34450,3,Between Eisenhower Expy and I-290 - Accident.
34451,3,At IL-59 - Accident. in the left lane.
34452,3,At I-90/N-W Tollway/Kennedy Expy - Accident.
34453,3,At US-45 - Accident.
34454,3,At 63rd St/Exit 58B - Accident.
34455,3,At I-55/Stevenson Expy (South) - Accident. in the right lane.
34456,3,At Almond Rd - Accident.
34457,3,At Burr Oak Ave/127th St/Exit 353 - Overturned vehicle. unconfirmed report.
34458,3,At 71st St/Exit 59C (West) - Accident.
34459,3,At 111th St - Accident.
34460,3,At US-34/Ogden Ave - Accident. in the left lane.
34461,3,At IL Route 25 - Accident.
34462,3,At Morgan St/Exit 29B - Accident.
34463,3,At California Ave - Accident.
34464,3,Between 63rd St/Exit 58B and I-90/I-94 Eastern Split - Accident.
34465,3,At Wolf Rd/Exit 16 - Accident.
34466,3,At IL-19/Irving Park Rd - Accident.
34467,3,At Oakwood Blvd - Accident.
34468,2,At Winfield Rd - Accident.
34469,2,At Stony Island Ave/Exit 65 - Accident.
34470,2,At 18th St/Exit 52C - Accident.
34471,2,At Weber Rd/Exit 263 - Accident.
34472,2,At Roosevelt Rd - Accident. Left lane blocked.
34473,3,At Keeler Ave/Exit 44A - Accident.
34474,3,At Lake Cook Rd - Accident.
34475,3,At Cuba Rd - Accident.
34476,3,At Lake St - Fuel spillage accident.
34477,3,At Atkinson Rd - Accident.
34478,3,At River Rd - Accident.
34479,3,At Willow Rd - Accident. Right lane blocked.
34480,3,At Stony Island Ave/Exit 65 - Accident.
34481,3,Ramp to I-90/I-94 Eastbound and W Taylor St - Accident.
34482,3,At I-294/IL-38/Roosevelt Rd - Accident.
34483,3,Ramp to I-90/I-94 Eastbound and W Taylor St - Accident.
34484,3,Ramp to I-290/Eisenhower Exy/Exit 51H/51I - Accident.
34485,3,Between Spartan Green Dr and Elgin - Accident.
34486,3,Between Elgin and Spartan Green Dr - Accident.
34487,4,Closed at S Cedar Lake Rd - Road closed due to accident.
34488,2,At 75th St - Accident.
34489,4,Closed between US-20 and Elgin - Road closed due to accident.
34490,2,At IL-53/Exit 267 - Accident.
34491,2,At I-294/IL-38/Roosevelt Rd - Accident.
34492,3,At IL-50/Cicero Ave - Accident. Right lane blocked.
34493,3,At Division St/Exit 49A - Accident.
34494,3,At IL-83 - Accident.
34495,3,At 130th St/Exit 68 - Earlier accident.
34496,3,At IL-83 - Accident.
34497,3,At Ryan Rd - Accident.
34498,3,At Grace St - Accident.
34499,3,At Almond Rd - Accident.
34500,2,At IL-56/Butterfield Rd - Accident.
34501,2,Ramp to I-290 Westbound and I-294 NB - Accident.
34502,2,At 111th St/Exit 66A - Accident.
34503,2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
34504,2,Ramp to I-294/IL-38/Roosevelt Rd - Accident.
34505,2,Ramp to I-290 Westbound and I-294 NB - Accident.
34506,2,At 130th St/Exit 68 - Accident.
34507,3,At 119th St/Exit 354 - Accident.
34508,2,Between 71st St/Exit 59C (East) and 75th St/Exit 60A - Accident.
34509,3,At 9th Ave/Exit 19B - Accident.
34510,3,At 63rd St/Exit 58B - Accident.
34511,4,Closed between E Wonder Lake Rd/N Ridge Rd and Charles Rd/Greenwood Rd - Road closed due to accident.
34512,4,Closed between Charles Rd/Greenwood Rd and E Wonder Lake Rd/N Ridge Rd - Road closed due to accident.
34513,3,At IL-43/Harlem Ave/Exit 283 - Accident.
34514,2,At US-12/US-20/95th St/Exit 62 - Accident.
34515,3,Between IL-59 and Winfield Rd - Accident.
34516,3,At 71st St/Exit 59C (West) - Accident.
34517,3,Between Randolph St/Exit 51B and Lake St/Exit 51A - Accident.
34518,3,Between Martin L King Dr/Exit 293D and US-41/Lake Shore Dr - Accident.
34519,2,Ramp to W Frontage Rd and IL-53 SB - Accident.
34520,2,Ramp to IL-72/Higgins Rd/Exit 1 - Accident.
34521,2,At IL-53/Rohlwing Rd - Accident.
34522,2,Between Cermak Rd/Exit 293 and Martin L King Dr/Exit 293D - Accident.
34523,2,At I-290/Eisenhower Expy - Accident.
34524,3,Between Townline Rd and Lakeview Pkwy - Accident.
34525,3,At Cr-w27 - Accident.
34526,3,At N Lewis Ave - Accident.
34527,3,At 43rd St/Exit 56A - Accident.
34528,3,At Racine Ave/Exit 29A - Accident.
34529,2,At Vollmer Rd/Exit 342 - Accident.
