severity,description
2,At Schmale Rd - Accident.
2,At North Ave - Accident.
2,At South Elgin - Accident.
2,At IL-25 - Accident.
2,At Midway Dr - Accident.
2,At Midway Dr - Accident.
2,At CR-3/Warrenville Rd - Accident.
2,At CR-3/Warrenville Rd - Accident.
2,At US-14/W Northwest Hwy - Accident.
2,At IL-53 - Accident.
2,At Lawrence Ave/Exit 84 - Accident. Narrow lanes.
2,At CR-58/CR-W24/Saunders Rd - Accident.
2,At CR-58/CR-W24/Saunders Rd - Accident.
2,At Janes Ave - Accident.
2,At Janes Ave - Accident.
2,At 31st St - Accident.
2,At 31st St - Accident.
2,At Internationale Pky/International Dr - Accident.
2,At Internationale Pky/International Dr - Accident.
2,At US-20/Lake St - Accident.
2,At 75th St - Accident.
2,At Circle Ave - Accident.
2,At Indian Hill Ave - Accident.
2,At Indian Hill Ave - Accident.
2,At 119th St/Exit 354 - Accident.
2,At CR-9/Main St - Accident.
2,At CR-9/Main St - Accident.
2,At US-20/Lake St - Accident.
2,At US-20/Lake St - Accident.
2,At CR-31/83rd St/Plainfield Rd - Accident.
2,At CR-31/83rd St/Plainfield Rd - Accident.
2,At Illinois St/Grand Ave - Accident.
2,At IL-72/Lee St - Accident. Right lane blocked.
2,At Diehl Rd - Accident.
2,At Diehl Rd - Accident.
4,Closed at Summit Dr - Road closed due to accident.
4,Closed at Plum Grove Rd - Road closed due to accident.
3,Between 87th St/Exit 61B and US-12/US-20/95th St/Exit 62 - Accident. Left lane blocked.
4,Closed at Half Day Rd - Road closed due to accident.
4,Closed at IL-22/Half Day Rd - Road closed due to accident.
4,Closed at Half Day Rd - Road closed due to accident.
2,At State St/Exit 293C - Accident.
2,At Beverly Rd - Accident.
3,At Damen Ave/Exit 28A - Accident.
3,At 79th St/60C - Accident.
2,At OHare Oasis - Accident.
3,At Roselle Rd - Accident. Right lane blocked.
2,At CR-43/County Farm Rd - Accident.
2,At Gurnee - Accident.
2,At IL-38/W Roosevelt Rd - Accident.
2,At Teske Blvd - Accident.
2,At Noll St - Accident.
2,At IL-176/Rockland Rd - Accident. Left lane blocked.
4,Closed at Noll St - Road closed due to accident.
2,At 51st St/Exit 57A - Accident.
2,At US-20/W Lake St - Accident.
2,At US-20/W Lake St - Accident.
2,At I-94/Tri-State Tollway - Accident.
2,At Brookdale Dr - Accident.
2,At Brookdale Dr - Accident.
2,At IL-60/E Townline Rd - Accident.
2,At US-34/Ogden Ave/Warrenville Rd - Accident.
2,At I-355/North-South Tollway - Accident.
2,At IL-38/Roosevelt Rd - Accident.
2,At US-34/Ogden Ave/Warrenville Rd - Accident.
2,At US-34/Ogden Ave - Accident.
2,At IL-38/Roosevelt Rd - Accident.
2,At US-34/Ogden Ave - Accident.
3,At I-88/E-W Tollway (North) - Accident. Right lane blocked.
2,At IL Route 176 - Accident.
2,At IL Route 176 - Accident.
4,Ramp closed to Exit 15A - Road closed due to accident.
2,At US-41/N Lake Shore Dr - Accident.
2,At IL-171/Cumberland Ave/Exit 79 - Accident.
2,At Stony Island Ave/Exit 65 - Accident.
3,Between I-294 and IL-43/Waukegan Rd - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
2,At IL-56/Butterfield Rd - Accident.
2,At IL-56/Butterfield Rd - Accident.
2,At Bartlett Rd - Accident.
2,At CR-32/N Mill St - Accident.
4,Closed at CR-32/N Mill St - Road closed due to accident.
2,At Cuba Rd - Accident.
2,At Cuba Rd - Accident.
2,At Skokie Hwy - Accident.
2,At Buckley Rd - Accident.
2,At Buckley Rd - Accident.
4,Closed at US-12 - Road closed due to accident.
4,Closed at CR-7/CR-V58/N Wilson Rd - Road closed due to accident.
2,At E Fullerton Ave/Hiawatha Dr - Accident.
2,At CR-11/Army Trail Rd - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,At IL-64/North Ave - Accident.
2,At CR-8/York Rd - Accident.
2,At IL-64/North Ave - Accident.
2,Between IL-59/Sutton Rd and Streamwood - Accident.
2,At IL-59/Sutton Rd - Accident.
2,At CR-2/Hobson Rd - Accident.
2,At CR-2/Hobson Rd - Accident.
2,At Madeline Ln - Accident.
2,At Madeline Ln - Accident.
2,At IL-7/W 159th St - Accident. Left lane blocked.
2,At North Ave - Accident.
2,At North Ave - Accident.
2,At IL-19/Irving Park Rd - Accident.
2,At S Barrington Rd - Accident.
2,At N Elston Ave - Accident.
2,At I-90/Kennedy Expy/W Foster Ave - Accident.
2,At Maple St - Accident.
2,At Maple St - Accident.
2,At Barrington Rd/County Farm Rd - Accident.
2,At Barrington Rd/County Farm Rd - Accident.
2,At Winfield - Accident.
2,At CR-43/County Farm Rd - Accident.
2,At US-20 - Accident. Right lane blocked.
2,At 130th St/Exit 68 - Overturned vehicle.
2,Between WI-11/Exit 335 and WI-20/Exit 333 - Accident.
2,At I-55 - Accident.
2,Between IL-19/Irving Park Rd and Mannheim Rd - Accident.
4,Closed between WI-20/Exit 333 and Seven Mile Rd/Exit 326 - Road closed due to accident.
3,At Balmoral Ave - Accident.
3,At IL-1/Halsted St/Exit 357 - Overturned heavy truck.
3,At Boughton Rd - Accident.
2,At 56a - Accident.
4,Closed at IL-43/Harlem Ave - Road closed due to accident.
3,At I-55/Stevenson Expy/Exit 53C - Accident.
2,At CR-28/Wood Dale Rd/Tonne Rd - Accident. Rescue and recovery work in progress.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
4,Closed at IL-22/Main St - Road closed due to accident.
2,At US-41/N Lake Shore Dr - Accident. Left lane blocked.
4,Closed at 16th St - Road closed due to accident.
4,Closed at Argonne Dr - Road closed due to accident.
2,At Homan Ave/Exit 26B - Accident.
2,At I-94 - Accident.
2,At US-34/Ogden Ave - Accident.
2,At I-290/IL-53 - Accident. Lane blocked.
2,At US-12/US-20/US-45/Exit 17 - Accident. Lane blocked.
2,At US-6/159th St/Exit 348 - Accident.
2,At 130th St/Exit 68 - Accident.
2,At 130th St/Exit 68 - Accident.
2,At US-41/N Skokie Hwy - Accident.
2,At CR-17/Maple Ave - Accident.
2,At Sheridan Rd/Ohio St - Accident.
2,At Lambert Rd - Accident.
2,At 31st St - Accident.
3,Ramp to Moline Expy - Overturned vehicle. Danger.
3,At I-57/Exit 151 - Overturned vehicle. Danger.
2,At IL-60/Townline Rd/W Kennedy Rd - Accident.
2,At Rollins Rd - Accident.
2,At Dada Dr - Accident.
2,At Orchard Rd - Accident.
2,At Orchard Rd - Accident.
2,At Foster Ave/Exit 83A - Accident.
2,At IL-132/W Grand Ave/N Entrance Dr - Accident.
2,At 43rd St/Exit 56A - Accident.
2,At Garfield Blvd/Exit 57B - Accident.
2,At Briggs St/Exit 134 - Accident.
3,At IL-43/Harlem Ave/Exit 21B - Accident.
2,At 82nd/83rd St Toll Plaza - Accident.
3,At Naperville Rd - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At I-355/Exit 269 - Accident. Right lane blocked.
2,At 18th St/Exit 52C - Accident. Right lane blocked.
2,At IL-171/Archer Ave - Accident. Left lane blocked.
3,At Oakwood Blvd - Accident. Roadway reduced to 1 lane.
2,Ramp to I-294 Northbound and I-90 Westbound - Accident.
2,Ramp to I-190 - Accident.
2,At Glenwood Dyer Rd - Accident.
3,At California Ave/Exit 27B - Accident.
3,At IL-137/Buckley Rd/Ivanhoe Rd - Accident.
3,At IL-120/Belvidere Rd - Accident.
2,At IL-83/Kingery Rd/Exit 274 - Accident.
2,At IL-176/Rockland Rd - Accident.
2,At Des Plaines Ave/Exit 21A - Accident.
3,Ramp to IL-132/Grand Ave - Accident.
2,At Lake Forest Oasis - Accident. Right lane blocked.
4,Closed at 87th St - Road closed due to accident.
2,At US-14/Peterson Ave/Exit 41B - Accident.
2,At West Foster Ave/Exit 42 - Accident.
3,At Sibley Blvd/147th St/Exit 350 - Accident.
3,At IL-25 - Accident. Right lane blocked.
2,At Addison St/Exit 45A - Accident.
4,Closed at Sibley Blvd/147th St/Exit 350 - Road closed due to accident.
4,Closed at Sibley Blvd/147th St/Exit 350 - Road closed due to accident.
4,Closed at Sibley Blvd/147th St/Exit 350 - Road closed due to accident.
4,Closed between 35th St/Exit 55A and I-55/Stevenson Expy/Exit 53C - Road closed due to accident.
3,At Sacramento Blvd/Exit 27A - Accident. Roadway reduced to 2 lanes.
2,At US-12/US-20/US-45/Exit 17 - Accident. Roadway reduced to 2 lanes.
2,At California Ave/Exit 46A - Accident. Right lane blocked.
2,Between 75th St/Exit 60A and 71st St/Exit 59C (East) - Accident. Right lane blocked.
2,Between Keeler Ave/Exit 44A and Montrose Ave/Exit 43C - Accident. Right lane blocked.
2,At 119th St/Exit 354 - Accident. Roadway reduced to 1 lane.
2,Between Lake St/Exit 51A and Milwaukee Ave/Exit 49B - Accident. Right lane blocked.
3,Between Milwaukee Ave/Exit 49B and Division St/Exit 49A - Accident. Roadway reduced to 3 lanes.
4,Closed between Austin Blvd/Exit 23A and Central Ave/Exit 23B - Road closed due to accident.
2,At 115th St/Exit 66B - Accident.
3,At 83rd St/Exit 61A/Exit 61B - Accident.
2,At 59th St/Exit 58A - Accident.
4,Closed between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Road closed due to accident.
3,Between 79th St/60C and 75th St/Exit 60A - Accident. Two lanes blocked.
4,Closed at US-34/Ogden Ave - Road closed due to accident. Construction work.
4,Closed at US-34/Ogden Ave - Road closed due to accident. Construction work.
3,At US-34/Ogden Ave - Accident.
3,Between 51st St/Exit 57A and Garfield Blvd/Exit 57B - Accident.
2,At Lemont Rd/Exit 271 - Accident.
2,At 137th St/Doty Ave/Exit 69 - Accident.
3,At I-53 - Accident.
2,At Central Ave/Exit 23B - Accident.
3,At Center St - Accident.
3,At I-88/E-W Tollway (South) - Accident. in the right lane.
3,At Racine Ave/Exit 29A - Accident.
3,At Scranton Ave - Accident.
3,At Washington St - Accident.
3,At Damen Ave/Exit 47B - Accident.
2,At State St/Exit 293C - Accident.
2,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
2,At Weber Rd/Exit 263 - Accident.
2,At Wacker Dr - Accident. Police activity ongoing.
3,At I-55/Stevenson Expy/Exit 53B - Accident.
2,At IL-50/Cicero Ave/Exit 286 - Accident.
4,Closed at IL-22/Half Day Rd - Road closed due to accident.
3,At Roosevelt Rd - Accident.
3,At CR-44/CR-V47/N Darrell Rd - Accident.
3,At I-94 - Accident.
3,At IL-43/Harlem Ave/81A - Accident.
3,At North Ave - Accident.
3,At Park Ave W - Accident.
3,At 35th St/Exit 55A - Accident.
3,At Grass Lake Rd - Accident.
3,At Wadsworth Rd - Accident.
3,At Old Elm Rd - Accident.
3,At Western Ave - Accident.
3,At IL-53 - Accident. in the right lane.
3,At I-355/Exit 269 - Accident. Overturned vehicle.
3,At US-52/IL-53/Chicago St/Exit 132 - Accident.
3,At IL-43/Harlem Ave/Exit 283 - Accident.
2,At 47th St - Accident.
3,At California Ave/Exit 46A - Accident.
2,At 31st St/Exit 54 - Accident.
3,At I-55/Stevenson Expy/Exit 53C - Accident.
4,Closed between I-55/Exit 126 and Houbolt Rd/Exit 127 - Road closed due to accident.
4,Closed at Houbolt Rd/Exit 127 - Road closed due to accident.
2,At IL-43/Harlem Ave/Exit 21B - Accident.
4,Ramp closed to Exit 250A - Road closed due to accident.
3,At US-12/US-20/US-45/Exit 279 - Accident. Right lane blocked.
2,At 31st St/Exit 54 - Accident. Right lane blocked.
3,At Racine Ave/Exit 29A - Accident. Center lane blocked.
3,Between IL-38/Roosevelt Rd and IL-64/North Ave - Accident. in the right lane.
3,At Townline Rd - Accident.
3,At Woodfield Trl - Accident.
3,At Brandenberg Rd - Accident.
3,At US-45/IL-21/Milwaukee Ave - Accident.
3,At IL-56/Butterfield Rd - Accident.
3,At 82nd/83rd St Toll Plaza - Accident.
3,At Appley Ave - Accident.
3,At I-290/IL-53 - Accident. in the middle lane.
3,At Portwine Rd - Accident.
3,At Racine Ave/Exit 29A - Accident.
3,At 33rd St - Accident.
3,At Morgan St/Exit 29B - Accident.
3,At Balmoral Ave - Accident. in the left lane.
3,At IL-83/Kingery Hwy - Accident. in the left lane.
3,Between Ashland BLV/Paulina St/Exit 28B and Racine Ave/Exit 29A - Accident. in the left lane.
4,At US-12/US-20/95th St/Exit 62 - Accident. Left lane blocked.
3,At IL-58/W Golf Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,At US-6/159th St - Accident. Left lane blocked.
2,Between Kimball Ave/Exit 45B and Addison St/Exit 45A - Accident.
2,At Garvey Ct - Accident. Right lane blocked.
2,At IL-21/Milwaukee Ave - Accident. Left lane blocked.
3,At Waukegan Rd - Accident.
3,At IL-59 - Accident.
3,At Rodenburg Rd - Accident.
3,At Laramie Ave - Accident.
3,At CR-41/CR-W19/N St Marys Rd - Accident.
3,At Cory Ave - Accident.
3,At IL-64/W North Ave - Accident.
4,Closed at IL-53/Exit 227 - Road closed due to accident.
3,At Balmoral Ave - Accident. Two lanes blocked.
3,Ramp to Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,Ramp to I-55/Stevenson Expy - Accident.
3,Ramp to I-55/Stevenson Expy - Accident.
3,At 130th St/Exit 68 - Accident. Right lane blocked.
3,Between 130th St/Exit 68 and 115th St/Exit 66B - Accident. Right lane blocked.
3,At US-12/Exit 4 - Accident.
2,At WI-142/CR-S/Exit 340 - Accident.
3,At I-88/E-W Tollway - Accident.
2,Between N Upper Wacker Dr and I-90/I-94/Kennedy Expy E - Accident.
2,At Austin Ave/Exit 82C - Accident.
2,At CR-5/CR-V62/N Quentin Rd - Accident.
2,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At Adelphia Ave - Accident.
3,At Waukegan Rd - Accident.
2,At CR-43/CR-A49/W Long Grove Rd - Accident.
2,At 47th St/Exit 56B - Accident.
2,Between Wright Ave and Washington St - Accident.
2,Between Washington St and Wright Ave - Accident.
2,Ramp to Exit 53B - Accident.
4,Closed at US-52/Jefferson St - Road closed due to accident.
4,Closed at US-52/W Jefferson St - Road closed due to accident.
2,At I-355/Vets Meml Tollway/Exit 140 - Accident.
2,At IL-43/N Harlem Ave - Accident.
3,At US-45 - Accident.
4,Closed between IL-131/S Green Bay Rd and S Sheridan Rd - Road closed due to accident.
4,Closed between S Sheridan Rd and IL-131/S Green Bay Rd - Road closed due to accident.
3,At 75th St - Accident.
3,At Gages Lake Rd - Accident.
3,At Fish Lake Rd - Accident.
3,At Big Hollow Rd - Accident.
3,At CR-33/CR-A44/Aptakisic Rd - Accident.
3,At Beverly Rd - Accident. Left lane blocked.
2,At IN-249/Exit 19 - Accident.
2,At IL-83/Exit 10 - Accident.
3,At Kostner Ave/Exit 25 - Accident.
2,At IL-1/Halsted St - Accident.
2,At 75th St/Exit 60A - Accident. Left lane blocked.
3,At I-90/N-W Tollway/Kennedy Expy - Accident.
3,At Lake St - Accident.
3,At St Marys Rd - Accident.
3,At Millburn Rd - Accident.
3,At Kedzie Ave/Exit 288 - Accident.
3,At Harrison St - Accident.
3,Between Garfield Blvd/Exit 57B and 59th St/Exit 58A - Accident.
3,At Harrison St - Accident.
3,At Stearns School Rd - Accident.
3,At I-90/N-W Tollway/Kennedy Expy - Accident. Right lane blocked.
3,At Half Day Rd - Accident.
3,At US-41/Indianapolis Blvd/Exit 2 - Accident.
3,Ramp to US-12/US-20/95th St - Accident.
2,At Touhy Ave/Exit 39 - Accident.
3,At Diehl Rd/Bilter Rd - Accident.
2,At I-290/IL-53 - Accident.
3,Between US-41 and Lake Shore Dr - Accident.
3,At Elston Ave - Accident.
3,At IL-50/Cicero Ave/Exit 24B - Accident.
3,At S Western Ave - Overturned vehicle.
3,At I-55 - Accident. in the right lane.
3,At 63rd St - Accident. in the left lane.
2,Between I-55/Stevenson Expy/Exit 53B and 31st St/Exit 54 - Accident.
3,At Division St/Exit 49A - Accident.
2,At State St - Accident.
3,Ramp to I-294/Exit 277A - Accident.
2,At Deerpath Rd - Accident.
2,At I-53 - Accident.
2,At I-290 - Accident.
2,At Fullerton Pky - Accident.
3,Between Archer Ave and State St - Accident.
3,Between State St and Archer Ave - Accident.
3,Between Garfield Blvd/Exit 57B and 59th St/Exit 58A - Accident. Roadway reduced to 1 lane.
3,Between Archer Ave and State St - Accident.
4,Closed at IL-50/Cicero Ave - Road closed due to accident.
2,At Cermak Road Toll Plaza - Accident. Right lane blocked.
3,At IL-120/Belvidere Rd - Accident.
3,At Lewis Ave - Accident.
3,At 63rd St/Exit 58B - Accident.
3,At I-290/US-20/IL-64 - Accident. in the left lane.
3,At S York St/S York Rd - Accident.
3,At CR-13/Winfield Rd - Accident.
3,At CR-13/Winfield Rd - Accident.
3,At Stagecoach Trl - Accident.
3,At Lake Cook Rd - Accident.
3,At Keeler Ave/Exit 44A - Accident.
3,At River Rd/Exit 1 - Accident.
3,At IL-173/Rosecrans Rd - Accident. in the right lane.
3,At Cuba Rd - Accident.
3,At IL-22/Main St - Accident.
3,At 47th St/Exit 56B - Accident. in the left lane.
2,Between IL-64/North Ave and US-20/Lake St - Accident.
2,Between US-20/Lake St and IL-64/North Ave - Accident.
4,Closed at IL-50/Cicero Ave/Exit 286 - Road closed due to accident.
2,At I-57/Exit 63 - Accident.
2,At Des Plaines Ave/Exit 21A - Accident.
3,At US-6/159th St/Exit 73 - Accident.
2,At CR-KR/County Line Rd/Exit 337 - Accident. Lane blocked.
3,At Addison St/Exit 45A - Accident. Two lanes blocked.
3,At Hough St - Accident.
3,At St Charles Rd/Exit 14 - Accident.
3,At Division St/Exit 49A - Accident.
3,At 75th St - Accident.
3,At Milwaukee Ave - Accident.
3,At Washington St - Accident.
3,At CR-33/CR-A44/Aptakisic Rd - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,Between Stony Island Ave/Exit 65 and I-57/Exit 63 - Accident.
3,Between I-94/Bishop Ford Fwy and Bishop Ford Fwy - Overturned vehicle.
3,At Stony Island Ext - Overturned vehicle.
4,Closed at M-239/La Porte Rd/Exit 1 - Road closed due to accident. Construction work.
2,At Garfield Blvd/Exit 57B - Accident.
2,At US-41/N Lake Shore Dr - Accident.
3,Between 87th St/Exit 61B and 79th St/60C - Accident.
3,At 31st St - Accident.
3,Ramp to Exit 63 - Accident.
2,At US-30/Exit 253 - Accident. Left lane closed.
2,At IN-2/Exit 240 - Accident. Right lane blocked.
2,At 61st Ave/Exit 255 - Accident. Right lane blocked.
4,Ramp closed to I-57/Exit 63 - Road closed due to accident.
4,Closed at I-94/Ryan Expy/Exit 292 - Road closed due to accident.
3,At 111th St/Exit 66A - Overturned vehicle.
3,At 119th St/Exit 354 - Accident.
4,Closed between Kedzie Ave/Exit 154 and I-80 - Road closed due to accident.
4,Closed between IL-83/Exit 10 and I-355/US-20/Lake St/Exit 7 - Road closed due to accident. Police activity ongoing.
2,At IN-2/Exit 240 - Accident.
3,At US-20/Exit 22 - Accident. Left lane blocked.
4,Closed at Larrabee St - Road closed due to accident.
2,At IL-171/Cumberland Ave/Exit 79 - Accident.
4,Closed at Vine St - Road closed due to accident.
2,At IL-50/Cicero Ave - Accident.
3,Between US-12/US-20/95th St/Exit 62 and 87th St/Exit 61B - Accident.
3,At I-290/US-20/IL-64 - Accident.
4,Closed at Gurnee - Road closed due to accident.
2,At Weber Rd/Exit 263 - Accident.
2,At IL-120/Belvidere Rd - Accident.
2,At IL-137/Buckley Rd/Ivanhoe Rd - Accident.
2,At I-355/North-South Tollway - Accident.
2,At County Farm Rd - Accident.
2,At County Farm Rd - Accident.
2,At I-355/North-South Tollway - Accident.
2,At CR-43/S County Farm Rd - Accident.
2,At Fapp Cir - Accident.
2,At Grand Ave - Accident.
2,At Grand Ave - Accident.
2,At Aptakisic Rd - Accident.
2,At CR-49/CR-V61/N Fairfield Rd - Accident.
2,At Hopps Rd - Accident.
2,At Hopps Rd - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident. Narrow lanes.
2,At I-355/North-South Tollway - Accident.
2,At I-355/North-South Tollway - Accident.
2,At 22nd St - Accident.
2,At 22nd St - Accident.
2,At IL-53/Rohlwing Rd - Accident.
2,At IL-53/Rohlwing Rd - Accident.
2,At US-12/IL-59/N Rand Rd - Accident.
2,At US-14/Caldwell Ave - Accident.
2,At W Devon Ave - Accident.
2,At Touhy Ave - Accident. Left lane blocked.
2,At Waukegan Rd - Accident.
2,At Waukegan Rd - Accident.
2,At North Ave - Accident.
2,At Schmale Rd - Accident.
2,At US-34/Ogden Ave - Accident.
2,At US-34/Ogden Ave - Accident.
2,At Kingery Hwy - Accident.
2,At Kingery Hwy - Accident.
2,At Montrose Ave/Exit 43C - Accident.
3,At Keeler Ave/Exit 44A - Accident.
2,At Belmont Ave - Accident.
2,At Elston Ave - Accident.
3,At US-12/US-20/95th St - Accident.
2,At 75th St - Accident.
2,At I-55/Stevenson Expy/Exit 53B - Accident.
2,At IL-50/Cicero Ave/Exit 41C - Accident.
2,At IL-38/Roosevelt Rd - Accident. Left lane blocked.
2,At I-290/Lake St/Crestview Ave - Accident.
2,At CR-20/Grand Ave - Accident.
2,At 15th St - Accident.
2,At Bemis Rd - Accident.
2,At 15th St - Accident.
2,At Bemis Rd - Accident.
3,At IL-7/W 159th St - Accident. Left lane blocked.
2,At Skokie Hwy - Accident.
2,At Fairfield Rd - Accident.
2,At Fairfield Rd - Accident.
2,At 18th St/Exit 52C - Accident.
2,At 50a - Accident.
2,At Loop Rd - Accident.
2,At IL-83/Kingery Hwy/W Grand Ave - Accident.
2,At US-20/Lake St/York Rd/Exit 12 - Accident.
2,At Loop Rd - Accident.
2,At North Ave - Accident.
2,At Schmale Rd - Accident.
2,At Carol Stream - Accident.
2,At IL-38/W Roosevelt Rd - Accident.
2,At CR-23/S Gary Ave - Accident.
2,At CR-43/County Farm Rd - Accident.
2,At CR-7/CR-21/Geneva Rd/St Charles Rd - Accident.
2,At IL-38/Roosevelt Rd - Accident.
2,At US-20/Lake St/North Ave/Exit 13 - Accident.
2,At Yackley Ave - Accident.
2,At Yackley Ave - Accident.
2,At Willow Rd - Accident.
2,At Hodges Rd - Accident.
2,At Hodges Rd - Accident.
2,At CR-31/83rd St/Plainfield Rd - Accident.
2,At CR-31/83rd St/Plainfield Rd - Accident.
2,At Adams St - Accident.
2,At Adams St - Accident.
2,At Randall Rd - Accident.
3,At Grant St/Exit 9 - Accident. Right lane blocked.
2,At I-53 - Accident.
2,At Army Trail Rd - Accident.
3,At US-12/US-20/95th St - Accident.
3,At IL-38/Roosevelt Rd - Accident.
2,At IL-171/Exit 282 - Accident.
3,At Irving Rd Toll Plaza - Accident.
4,Closed at CR-37/CR-W26/N Kilbourne Rd - Road closed due to accident.
2,At IL-38/Roosevelt Rd - Accident. Right lane blocked.
2,At Hollywood Ave - Accident.
2,At Gurnee - Accident.
2,At Gurnee - Accident.
2,At Kenilworth Ave - Accident.
2,At Kenilworth Ave - Accident.
2,At IL-58/Golf Rd - Accident. Left lane blocked.
2,At IL-176/Park Ave - Accident.
2,At Westchester - Accident.
2,At CR-8/York Rd - Accident.
3,At Naperville Rd - Accident. Right lane blocked.
3,Between Winfield Rd and I-53 - Accident. Right lane blocked.
2,At Plainfield Rd - Accident.
2,At Plainfield Rd - Accident.
2,At IL-56/Butterfield Rd - Accident.
2,At Transam Plaza Dr - Accident.
2,At Gary Ave - Accident.
2,At IL-83/Kingery Hwy/W Grand Ave - Accident.
2,At Gary Ave - Accident.
2,At IL-83/Kingery Hwy/W Grand Ave - Accident.
2,At 31st St - Accident.
2,At 31st St - Accident.
2,At IL-21/Milwaukee Ave - Accident.
2,At Rohlwing Rd - Accident.
2,At WI-31/IL-131/N Green Bay Rd - Accident.
2,At Rohlwing Rd - Accident.
2,At IL-21/Milwaukee Ave - Accident.
2,At Kingery Hwy - Accident.
2,At IL-38/Roosevelt Rd - Accident.
3,At IL-38/Roosevelt Rd - Accident.
2,At Center Ave - Accident.
2,At Center Ave - Accident.
2,At Yender Ave - Accident.
2,At Yender Ave - Accident.
2,At St Charles Rd/Exit 14 - Accident. Center lane blocked.
2,At Addison St/Exit 45A - Accident.
2,At Lake St - Accident.
2,At Lake St - Accident.
3,At 35th St/Exit 55A - Accident. Right lane blocked.
2,Between Ruble St/Exit 52B and Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
2,At Rohlwing Rd - Accident.
2,At Rohlwing Rd - Accident.
2,At US-231/Exit 247 - Accident.
4,Closed between IN-2/Exit 240 and Kankakee Rest Area - Road closed due to accident.
4,Closed at IN-2/Exit 240 - Road closed due to accident.
2,At St Charles Rd/Exit 14 - Accident.
2,At California Ave/Exit 289 - Accident.
3,At I-290/US-20/IL-64 - Accident.
2,At I-80/Exit 345 - Accident.
3,At 167th St/Exit 346 - Accident.
2,At Central Ave/Exit 285 - Accident.
2,At Army Trail Rd - Accident.
2,At Ohio St/Exit 50B - Accident.
4,Closed at US-30/W Lincoln Hwy - Road closed due to accident.
4,Closed at Oswego - Road closed due to accident.
2,At Central Ave/Exit 23B - Accident.
2,At Mozart St - Accident.
2,At Fairfield Ave - Accident.
2,At Fairfield Ave - Accident.
2,At Canalport Ave/Cermak Rd/Exit 53 - Accident. Lane blocked.
4,Closed between Hunt Club Rd and Lakeview Rd - Road closed due to accident.
4,Closed between Lakeview Rd and Hunt Club Rd - Road closed due to accident.
2,At Central Ave/Exit 13 - Accident. Center lane blocked.
3,At 61st Ave/Exit 255 - Accident.
2,Ramp to Exit 51D - Accident.
4,Closed between Lembcke Rd and Dunham Rd - Road closed due to accident.
4,Closed between Dunham Rd and Lembcke Rd - Road closed due to accident.
2,At Touhy Ave/Exit 39 - Accident.
3,At Thorndale Ave/Exit 5 - Accident.
2,Between I-290 and US-20/Lake St - Accident.
2,At Oakwood Blvd - Accident.
4,Closed at County Road O - Road closed due to accident.
2,Between Amhurst Pkwy and Deerpath Rd - Accident.
2,Between Deerpath Rd and Amhurst Pkwy - Accident.
2,At I-355/Vets Meml Tollway/Exit 140 - Accident.
2,At Lake-Cook Road - Accident.
2,At Lake Cook Rd - Accident.
3,Between Weber Rd/Exit 263 and IL-53/Exit 267 - Accident.
2,At S Main St (Lombard) - Accident.
2,At S Main St (Lombard) - Accident.
2,At Winfield Rd - Accident.
2,At Winfield Rd - Accident.
2,At Dada Dr - Accident.
2,At Dada Dr - Accident.
2,At Rollins Rd - Accident.
2,At Central Ave - Accident.
2,At Warren Blvd - Accident.
2,At I-90/Jane Addams Memorial Tollway - Accident.
2,At IL-25/Page Ave - Accident.
2,At Wing St - Accident.
2,At Center St/Villa St - Accident.
2,At US-20 - Accident.
2,At Clarendon Hills Rd - Accident.
2,At Ashland Ave - Accident.
2,At Winfield Rd - Accident.
2,At Winfield Rd - Accident.
3,At I-355/Exit 269 - Accident.
2,Between Fullerton Pky and Belmont Ave - Accident. Left lane blocked.
3,At Chapel Hill Rd - Overturned vehicle.
4,Closed at Gladhurst Ln - Road closed due to accident.
4,Closed at US Highway 12 - Road closed due to accident.
2,At Duane St - Accident.
2,At Duane St - Accident.
2,At North Ave - Accident.
2,At Villa Park - Accident.
2,At US-41/Calumet Ave/Exit 1 - Accident.
3,At 31st St/Exit 54 - Accident.
4,Closed at Burr Oak Ave/127th St/Exit 353 - Road closed due to accident.
3,Between I-88/E-W Tollway and Cermak Rd/22nd St - Accident.
3,At 127th St - Accident.
3,At 127th St - Accident.
3,Between 127th St and I-294 - Accident.
2,At IL-1/Halsted St/Exit 357 - Accident.
3,At Ashland BLV/Paulina St/Exit 28B - Accident.
4,Closed at Bensenville - Road closed due to accident.
2,At IL-72/W Higgins Rd - Accident.
3,At IL-50/Cicero Ave/Exit 286 - Accident.
2,At OHare Oasis - Accident.
3,At California Ave/Exit 46A - Accident.
